common_name,scientific_name,alternative_common_names,alternative_scientific_names
Black Sunbird,Leptocoma aspasia,,Nectarinia aspasia
Copper-throated Sunbird,Leptocoma calcostetha,,Nectarinia calcostetha
,Leptocoma sperata,,
Bocage's Sunbird,Nectarinia bocagii,Nectarin de Bocage,
Purple-breasted Sunbird,Nectarinia purpureiventris,Nectarin � ventre pourpr�,
Tacazze Sunbird,Nectarinia tacazze,Souimanga tacazze,
Bronze Sunbird,Nectarinia kilimensis,"Nectarin bronz�, Bronzy Sunbird",
Malachite Sunbird,Nectarinia famosa,"Nectarin malachite, Yellow-tufted Malachite Sunbird",
Red-tufted Sunbird,Nectarinia johnstoni,"Scarlet-tufted Sunbird, Nectarin de Johnston, Scarlet-tufted Malachite Sunbird",
,Nectarinia mediocris,Nectarin � double collier oriental,
,Nectarinia stuhlmanni,Stuhlmann's Double-collared Sunbird,
,Nectarinia pembae,Souimanga � poitrine violette,
,Nectarinia sovimanga,Souimanga malgache,
,Nectarinia loveridgei,Souimanga de Loveridge,
,Nectarinia hofmanni,Hofmann's Sunbird,
,Nectarinia prigoginei,,
,Nectarinia ludovicensis,,
,Nectarinia afra,,
,Nectarinia prigoginei,,
,Nectarinia usambarica,,
,Nectarinia graueri,,
Golden-winged Sunbird,Drepanorhynchus reichenowi,Nectarin � ailes dor�es,Nectarinia reichenowi
Olive-bellied Sunbird,Cinnyris chloropygius,Souimanga � ventre olive,Nectarinia chloropygia
Tiny Sunbird,Cinnyris minullus,Souimanga minulle,Nectarinia minulla
Western Miombo Sunbird,Cinnyris gertrudis,,
Eastern Miombo Sunbird,Cinnyris manoensis,,
Southern Double-collared Sunbird,Cinnyris chalybeus,Petit Nectarin � double collier,Nectarinia chalybea
Neergaard's Sunbird,Cinnyris neergaardi,Souimanga de Neergaard,Nectarinia neergaardi; Nectarinia neergardi
Greater Double-collared Sunbird,Cinnyris afer,,Nectarinia afra
Ruwenzori Double-collared Sunbird,Cinnyris stuhlmanni,,
Prigogine's Double-collared Sunbird,Cinnyris prigoginei,,
Montane Double-collared Sunbird,Cinnyris ludovicensis,,
Northern Double-collared Sunbird,Cinnyris reichenowi,Souimanga de Reichenow,Nectarinia preussi
Regal Sunbird,Cinnyris regius,Nectarin royal,Nectarinia regia
Rockefeller's Sunbird,Cinnyris rockefelleri,Souimanga de Rockefeller,Nectarinia rockefelleri
Eastern Double-collared Sunbird,Cinnyris mediocris,,Nectarinia mediocris
Usambara Double-collared Sunbird,Cinnyris usambaricus,,
Forest Double-collared Sunbird,Cinnyris fuelleborni,Olive-bellied Double-collared Sunbird,Nectarinia fuelleborni
Moreau's Sunbird,Cinnyris moreaui,,Nectarinia moreaui
Loveridge's Sunbird,Cinnyris loveridgei,,Nectarinia loveridgei
Beautiful Sunbird,Cinnyris pulchellus,,Nectarinia pulchella
Gorgeous Sunbird,Cinnyris melanogastrus,,
Mariqua Sunbird,Cinnyris mariquensis,"Marico Sunbird, Souimanga de Marico",Nectarinia mariquensis
Shelley's Sunbird,Cinnyris shelleyi,Nectarin de Shelley,Nectarinia shelleyi
Congo Sunbird,Cinnyris congensis,"Nectarin du Congo, Congo Black-bellied Sunbird",Nectarinia congensis
Red-chested Sunbird,Cinnyris erythrocercus,Nectarin � gorge rouge,Nectarinia erythrocerca
Black-bellied Sunbird,Cinnyris nectarinioides,"Souimanga � ventre noir, Smaller Black-bellied Sunbird",Nectarinia nectarinioides
Purple-banded Sunbird,Cinnyris bifasciatus,,Nectarinia bifasciata
Tsavo Sunbird,Cinnyris tsavoensis,,
Violet-breasted Sunbird,Cinnyris chalcomelas,,Nectarinia chalcomelas
Pemba Sunbird,Cinnyris pembae,,Nectarinia pembae
Orange-tufted Sunbird,Cinnyris bouvieri,Nectarin de Bouvier,Nectarinia bouvieri
Palestine Sunbird,Cinnyris osea,"Northern Orange-tufted Sunbird, Souimanga de Pal�stine",Nectarinia osea
Shining Sunbird,Cinnyris habessinicus,,Nectarinia habessinica
Arabian Sunbird,Cinnyris hellmayri,,
Splendid Sunbird,Cinnyris coccinigastrus,Souimanga �clatant,Nectarinia coccinigaster
Johanna's Sunbird,Cinnyris johannae,Souimanga de Jeanne,Nectarinia johannae
Superb Sunbird,Cinnyris superbus,Souimanga superbe,Nectarinia superba
Rufous-winged Sunbird,Cinnyris rufipennis,Souimanga � ailes rouges,Nectarinia rufipennis
Oustalet's Sunbird,Cinnyris oustaleti,"Souimanga d'Oustalet, Oustalet's White-bellied Sunbird",Nectarinia oustaleti
White-breasted Sunbird,Cinnyris talatala,"Souimanga � ventre blanc, White-bellied Sunbird",Nectarinia talatala
Variable Sunbird,Cinnyris venustus,"Souimanga � ventre jaune, Yellow-bellied Sunbird",Nectarinia venusta
Dusky Sunbird,Cinnyris fuscus,Souimanga � ventre gris�tre,Nectarinia fusca
Ursula's Sunbird,Cinnyris ursulae,"Nectarin d'Ursula, Ursula's Mouse-coloured Sunbird",Nectarinia ursulae
Bates's Sunbird,Cinnyris batesi,Nectarin de Bates,Nectarinia batesi
Copper Sunbird,Cinnyris cupreus,"Souimanga cuivr�, Coppery Sunbird",Nectarinia cuprea
Purple Sunbird,Cinnyris asiaticus,,Nectarinia asiatica
Olive-backed Sunbird,Cinnyris jugularis,,Nectarinia jugularis
Rand's Sunbird,Cinnyris idenburgi,,
Apricot-breasted Sunbird,Cinnyris buettikoferi,Sumba Sunbird,Nectarinia buettikoferi
Flame-breasted Sunbird,Cinnyris solaris,,Nectarinia solaris
Souimanga Sunbird,Cinnyris sovimanga,,Nectarinia sovimanga
Humblot's Sunbird,Cinnyris humbloti,Souimanga d'Humblot,Nectarinia humbloti
Anjouan Sunbird,Cinnyris comorensis,,Nectarinia comorensis
Mayotte Sunbird,Cinnyris coquerellii,Souimanga de Mayotte,Nectarinia coquerellii
Seychelles Sunbird,Cinnyris dussumieri,Souimanga des Seychelles,Nectarinia dussumieri
Grand Comoro Sunbird,Cinnyris moebii,,
Moheli Sunbird,Cinnyris voeltzkowi,,
Long-billed Sunbird,Cinnyris notatus,,Nectarinia notata
Loten's Sunbird,Cinnyris lotenius,,Nectarinia lotenia
,Cinnyris manoensis,Souimanga du miombo,
,Cinnyris afra,Grand Nectarin � double collier,
,Cinnyris pulchella,Souimanga � longue queue,
,Cinnyris bifasciata,Nectarin � double bande,
,Cinnyris habessinica,Souimanga brillant,
,Cinnyris jugularis,Yellow-bellied Sunbird,
,Cinnyris notata,"Madagascar Green Sunbird, Souimanga angaladian",
,Cinnyris mediocris,,
Elegant Sunbird,Aethopyga duyvenbodei,Sanghir Sunbird,
Fire-tailed Sunbird,Aethopyga ignicauda,,
Black-throated Sunbird,Aethopyga saturata,,
Green-tailed Sunbird,Aethopyga nipalensis,,
Gould's Sunbird,Aethopyga gouldiae,Mrs. Gould's Sunbird,
Temminck's Sunbird,Aethopyga temminckii,,
Javan Sunbird,Aethopyga mystacalis,,
Lovely Sunbird,Aethopyga shelleyi,,
Sahyadri Sunbird,Aethopyga vigorsii,,
Crimson Sunbird,Aethopyga siparaja,,
Magnificent Sunbird,Aethopyga magnifica,,
Metallic-winged Sunbird,Aethopyga pulcherrima,,
Flaming Sunbird,Aethopyga flagrans,,
Maroon-naped Sunbird,Aethopyga guimarasensis,,
Handsome Sunbird,Aethopyga bella,,
White-flanked Sunbird,Aethopyga eximia,,
Fork-tailed Sunbird,Aethopyga latouchii,,
Hainan Sunbird,Aethopyga christinae,,
Lina's Sunbird,Aethopyga linaraborae,,
Grey-hooded Sunbird,Aethopyga primigenia,,Aethopyga primigenius
Apo Sunbird,Aethopyga boltoni,,
,Aethopyga flagrans,,
,Aethopyga mystacalis,,
,Aethopyga siparaja,,
,Aethopyga christinae,,
,Aethopyga shelleyi,,
Altai Accentor,Prunella himalayana,Rufous-streaked Accentor,
Alpine Accentor,Prunella collaris,,
Maroon-backed Accentor,Prunella immaculata,,
Robin Accentor,Prunella rubeculoides,,
Rufous-breasted Accentor,Prunella strophiata,,
Brown Accentor,Prunella fulvescens,,
Mongolian Accentor,Prunella koslowi,Kozlov's Accentor,
Japanese Accentor,Prunella rubida,,
Siberian Accentor,Prunella montanella,,
Dunnock,Prunella modularis,"Hedge Sparrow, Hedge Accentor",
Black-throated Accentor,Prunella atrogularis,,
Radde's Accentor,Prunella ocularis,,Prunella fagani
,Prunella fagani,"Accenteur arabe, Arabian Accentor",
,Prunella ocularis,,
Olive Warbler,Peucedramus taeniatus,,
Przevalski's Rosefinch,Urocynchramus pylzowi,"Pink-tailed Bunting, Pink-tailed Rosefinch",
White-billed Buffalo-weaver,Bubalornis albirostris,"White-billed Buffalo-Weaver, Alecto � bec blanc, White-billed Buffalo Weaver",
Red-billed Buffalo-weaver,Bubalornis niger,"Red-billed Buffalo Weaver, Alecto � bec rouge, Red-billed Buffalo-Weaver",
White-headed Buffalo-weaver,Dinemellia dinemelli,"Alecto � t�te blanche, White-headed Buffalo-Weaver, White-headed Buffalo Weaver",
White-browed Sparrow-weaver,Plocepasser mahali,"Moineau-tisserin � sourcils blancs, White-browed Sparrow-Weaver",
Chestnut-crowned Sparrow-weaver,Plocepasser superciliosus,"Moineau-tisserin � couronne marron, Chestnut-crowned Sparrow-Weaver",
Donaldson-Smith's Sparrow-weaver,Plocepasser donaldsoni,"Donaldson-Smith's Sparrow-Weaver, Moineau-tisserin de Donaldson-Smith",
Chestnut-backed Sparrow-weaver,Plocepasser rufoscapulatus,"Chestnut-backed Sparrow-Weaver, Moineau-tisserin � dos roux, Chestnut-mantled Sparrow-weaver",
Rufous-tailed Weaver,Histurgops ruficauda,Tisserin � queue rouge,Histurgops ruficauda
Scaly-fronted Weaver,Sporopipes squamifrons,"Scaly-feathered Finch, Moineau � front �caill�, Scaly-feathered Weaver, Scaly Weaver",
Speckle-fronted Weaver,Sporopipes frontalis,Moineau quadrill�,
Grey-capped Social-weaver,Pseudonigrita arnaudi,"Grey-capped Social Weaver, Grey-headed Social-Weaver, Moineau social � t�te grise, Grey-headed Social Weaver, Grey-headed Social-weaver",
Black-capped Social-weaver,Pseudonigrita cabanisi,"Black-capped Social Weaver, Moineau social � t�te noire, Black-capped Social-Weaver",
Sociable Weaver,Philetairus socius,Moineau-tisserin sociable,
Thick-billed Weaver,Amblyospiza albifrons,"Grosbec � front blanc, Grosbeak Weaver",
Cardinal Quelea,Quelea cardinalis,Travailleur cardinal,
Red-headed Quelea,Quelea erythrops,Travailleur � t�te rouge,
Red-billed Quelea,Quelea quelea,Travailleur � bec rouge,
Yellow-crowned Bishop,Euplectes afer,Travailleur � t�te jaune,
Golden-backed Bishop,Euplectes aureus,Euplecte � dos dor�,
Black Bishop,Euplectes gierowii,Euplecte de Gierow,
Northern Red Bishop,Euplectes franciscanus,"Euplecte franciscain, Orange Bishop",
Red-collared Widowbird,Euplectes ardens,,
Red-cowled Widowbird,Euplectes laticauda,,
Fire-fronted Bishop,Euplectes diadematus,Euplecte � front de feu,
Black-winged Bishop,Euplectes hordeaceus,"Euplecte Monseigneur, Black-winged Red Bishop",
Zanzibar Red Bishop,Euplectes nigroventris,"Ignicolore de Zanzibar, Zanzibar Bishop",
Southern Red Bishop,Euplectes orix,"Ignicolore, Red Bishop",
Yellow Bishop,Euplectes capensis,Euplecte noir et jaune,
Yellow-mantled Widowbird,Euplectes macroura,"Veuve � dos d'or, Yellow-mantled Whydah, Yellow-shouldered Widowbird",Euplectes macrourus
Fan-tailed Widowbird,Euplectes axillaris,"Red-shouldered Whydah, Veuve � �paulettes orang�es",
White-winged Widowbird,Euplectes albonotatus,"White-winged Whydah, Veuve � ailes blanches",
Marsh Widowbird,Euplectes hartlaubi,"Veuve des marais, Marsh Whydah",
Jackson's Widowbird,Euplectes jacksoni,"Jackson's Whydah, Veuve de Jackson",
Montane Widowbird,Euplectes psammacromius,"Veuve des montagnes, Mountain Marsh Whydah, Buff-shouldered Widowbird",
Long-tailed Widowbird,Euplectes progne,"Long-tailed Whydah, Veuve g�ante",
,Euplectes ardens,"Veuve noire, Red-collared Whydah",
Red Fody,Foudia madagascariensis,"Foudi rouge, Madagascar Red Fody",
Aldabra Fody,Foudia aldabrana,,
Grand Comoro Fody,Foudia consobrina,,
Red-headed Fody,Foudia eminentissima,,
Forest Fody,Foudia omissa,,
Reunion Fody,Foudia delloni,,
Mauritius Fody,Foudia rubra,"Foudi de l'Ile Maurice, Cardinal de Maurice ",
Seychelles Fody,Foudia sechellarum,Foudi des Seychelles,
Rodrigues Fody,Foudia flavicans,"Foudi de Rodrigues, Yellow Fody",
,Foudia eminentissima,Comoros Fody,
,Foudia eminentissima,"Red Forest Fody, Foudi de for�t",
,Foudia bruante,R�union Fody,
Bob-tailed Weaver,Brachycope anomala,Travailleur anormal,
Baglafecht Weaver,Ploceus baglafecht,Tisserin baglafecht,
Bannerman's Weaver,Ploceus bannermani,Tisserin de Bannerman,
Bates's Weaver,Ploceus batesi,Tisserin de Bates,
Black-chinned Weaver,Ploceus nigrimentus,Tisserin � menton noir,Ploceus nigrimentum
Bertram's Weaver,Ploceus bertrandi,"Tisserin de Bertram, Bertrand's Weaver",
Slender-billed Weaver,Ploceus pelzelni,Tisserin nain,
Loango Weaver,Ploceus subpersonatus,"Loango Slender-billed Weaver, Tisserin de Cabinda",
Little Weaver,Ploceus luteolus,Tisserin minulle,
Spectacled Weaver,Ploceus ocularis,Tisserin � lunettes oriental,
Olive-naped Weaver,Ploceus brachypterus,,
Black-necked Weaver,Ploceus nigricollis,,
Strange Weaver,Ploceus alienus,Tisserin bizarre,
Black-billed Weaver,Ploceus melanogaster,Tisserin � t�te jaune,
Cape Weaver,Ploceus capensis,Tisserin du Cap,
Bocage's Weaver,Ploceus temporalis,Tisserin � joues olives,
African Golden Weaver,Ploceus subaureus,"African Golden-Weaver, Yellow Weaver, Golden Weaver, Petit Tisserin dor�",
Holub's Golden Weaver,Ploceus xanthops,"Holub's Golden-Weaver, Tisserin dor�, Large Golden Weaver",
Orange Weaver,Ploceus aurantius,Tisserin orang�,
Heuglin's Masked Weaver,Ploceus heuglini,"Tisserin masqu� d'Heuglin, Heuglin's Masked-Weaver, Heuglin's Masked-weaver",
Golden Palm Weaver,Ploceus bojeri,Tisserin des palmiers,
Taveta Golden Weaver,Ploceus castaneiceps,"Tisserin dor� de Taveta, Taveta Weaver",
Principe Golden Weaver,Ploceus princeps,"Principe Golden-weaver, Principe Weaver, Pr�ncipe Golden-Weaver, Tisserin dor� de Principe, Pr�ncipe Golden Weaver",
Northern Brown-throated Weaver,Ploceus castanops,Tisserin � gorge noire,
Southern Brown-throated Weaver,Ploceus xanthopterus,Tisserin � gorge brune,
Kilombero Weaver,Ploceus burnieri,Tisserin de Kilomb�ro,
R�ppell's Weaver,Ploceus galbula,"Tisserin dor� de R�ppell, Rueppell's Weaver",
Northern Masked Weaver,Ploceus taeniopterus,"Tisserin masqu� du Nil, Northern Masked-Weaver, Northern Masked-weaver",
Lesser Masked Weaver,Ploceus intermedius,Tisserin masqu� austral,
Southern Masked Weaver,Ploceus velatus,"Southern Masked-Weaver, Southern Masked-weaver, African Masked Weaver",
Upemba Masked Weaver,Ploceus upembae,,
Katanga Masked Weaver,Ploceus katangae,,
Lufira Masked Weaver,Ploceus ruweti,"Ruwet's Masked-Weaver, Lake Lufira Weaver",
Tanzanian Masked Weaver,Ploceus reichardi,"Tanzania Masked-Weaver, Tanzania Masked Weaver, Tanzania Masked-weaver",
Vitelline Masked Weaver,Ploceus vitellinus,"Vitelline Masked-Weaver, Vitelline Masked-weaver",
Speke's Weaver,Ploceus spekei,Tisserin de Speke,
Fox's Weaver,Ploceus spekeoides,Tisserin de Fox,
Village Weaver,Ploceus cucullatus,Tisserin gendarme,
Giant Weaver,Ploceus grandis,Tisserin g�ant,
Chestnut-and-black Weaver,Ploceus castaneofuscus,,
Vieillot's Black Weaver,Ploceus nigerrimus,,
Weyns's Weaver,Ploceus weynsi,Tisserin de Weyns,
Clarke's Weaver,Ploceus golandi,Tisserin de Clarke,
Juba Weaver,Ploceus dichrocephalus,"Tisserin de Somalie, Jubaland Weaver, Salvadori's Weaver",Ploceus dicrocephalus
Black-headed Weaver,Ploceus melanocephalus,"Tisserin � t�te noire, Yellow-backed Weaver",
Golden-backed Weaver,Ploceus jacksoni,"Jackson's Golden-backed Weaver, Tisserin de Jackson",
Cinnamon Weaver,Ploceus badius,Tisserin cannelle,
Chestnut Weaver,Ploceus rubiginosus,Tisserin rubigineux,
Golden-naped Weaver,Ploceus aureonucha,"Tisserin � nuque d'or, Gold-naped Weaver",
Yellow-mantled Weaver,Ploceus tricolor,Tisserin tricolore,
Maxwell's Black Weaver,Ploceus albinucha,Tisserin noir de Maxwell,
Nelicourvi Weaver,Ploceus nelicourvi,Tisserin n�licourvi,
Sakalava Weaver,Ploceus sakalava,Tisserin sakalave,
Asian Golden Weaver,Ploceus hypoxanthus,,
Compact Weaver,Ploceus superciliosus,Tisserin grosbec compact,Pachyphantes superciliosus
Black-breasted Weaver,Ploceus benghalensis,,
Streaked Weaver,Ploceus manyar,,
Baya Weaver,Ploceus philippinus,,
Finn's Weaver,Ploceus megarhynchus,"Himalayan Weaver, Finn's Baya Weaver, Yellow Weaver",
Dark-backed Weaver,Ploceus bicolor,"Tisserin bicolore, Forest Weaver",
Preuss's Weaver,Ploceus preussi,"Preuss's Golden-backed Weaver, Tisserin de Preuss",
Yellow-capped Weaver,Ploceus dorsomaculatus,Tisserin � cape jaune,
Olive-headed Weaver,Ploceus olivaceiceps,Tisserin � t�te olive,
Usambara Weaver,Ploceus nicolli,"Tisserin de Nicoll, Tanzanian Mountain Weaver",
Brown-capped Weaver,Ploceus insignis,Tisserin � cape brune,
Bar-winged Weaver,Ploceus angolensis,Tisserin � nuque blanche,
Sao Tome Weaver,Ploceus sanctithomae,"S�o Tom� Weaver, Sao Tom� Weaver, Tisserin de S�o Tom�",
Yellow-legged Weaver,Ploceus flavipes,"Yellow-legged Malimbe, Tisserin � pieds jaunes",Malimbus flavipes
,Ploceus nigerrimus,Tisserin noir de Vieillot,
,Ploceus victoriae,Victoria Masked-Weaver,
,Ploceus katangae,Katanga Masked-Weaver,
,Ploceus reichardi,"Tisserin de Ruwet, Lake Lufira Weaver",
,Ploceus velatus,"African Masked Weaver, Tisserin masqu�",
,Ploceus nigricollis,Tisserin � lunettes occidental,
Red-crowned Malimbe,Malimbus coronatus,Malimbe couronn�,
Cassin's Malimbe,Malimbus cassini,"Malimbe de Cassin, Black-throated Malimbe",
Rachel's Malimbe,Malimbus racheliae,Malimbe de Rachel,
Gola Malimbe,Malimbus ballmanni,"Ballmann's Malimbe, Malimbe de Gola",
Red-vented Malimbe,Malimbus scutatus,Malimbe � queue rouge,
Ibadan Malimbe,Malimbus ibadanensis,Malimbe d'Ibadan,
Blue-billed Malimbe,Malimbus nitens,"Malimbe � bec bleu, Gray's Malimbe",
Red-headed Malimbe,Malimbus rubricollis,Malimbe � t�te rouge,
Red-bellied Malimbe,Malimbus erythrogaster,Malimbe � ventre rouge,
Crested Malimbe,Malimbus malimbicus,Malimbe hupp�,
Northern Red-headed Weaver,Anaplectes leuconotos,,
Southern Red-headed Weaver,Anaplectes rubriceps,,
Red Weaver,Anaplectes jubaensis,,
,Anaplectes rubriceps,Tisserin �carlate,
Black-bellied Firefinch,Lagonosticta rara,Amaranthe � ventre noir,
Bar-breasted Firefinch,Lagonosticta rufopicta,,
Brown Firefinch,Lagonosticta nitidula,,
Red-billed Firefinch,Lagonosticta senegala,Amaranthe,
Rock Firefinch,Lagonosticta sanguinodorsalis,,
Chad Firefinch,Lagonosticta umbrinodorsalis,,
Jameson's Firefinch,Lagonosticta rhodopareia,,
Mali Firefinch,Lagonosticta virata,,
African Firefinch,Lagonosticta rubricata,"Blue-billed Firefinch, Amaranthe flamb�",Lagonosticta landanae
Vinaceous Firefinch,Lagonosticta vinacea,,
Grey Firefinch,Lagonosticta nigricollis,,
Ethiopian Firefinch,Lagonosticta larvata,,
,Lagonosticta larvata,"Black-faced Firefinch, Amaranthe masqu�",
,Lagonosticta vinacea,Black-faced Firefinch,
,Lagonosticta umbrinodorsalis,Reichenow's Firefinch,
,Lagonosticta rufopicta,Amaranthe point�,
,Lagonosticta rhodopareia,Amaranthe de Jameson,
,Lagonosticta larvata,Black-throated Firefinch,
,Lagonosticta landanae,Landana Firefinch,
,Lagonosticta rhodopareia,,
,Lagonosticta rhodopareia,,
,Lagonosticta rubricata,,
Brown Twinspot,Clytospiza monteiri,Bengali tachet� � ventre roux,
Red-billed Pytilia,Pytilia lineata,,
Red-winged Pytilia,Pytilia phoenicoptera,,
Orange-winged Pytilia,Pytilia afra,Beaumarquet � dos jaune,
Yellow-winged Pytilia,Pytilia hypogrammica,"Beaumarquet � ailes jaunes, Red-faced Pytilia",
Green-winged Pytilia,Pytilia melba,"Melba Finch, Beaumarquet",
,Pytilia lineata,Lineated Pytilia,
,Pytilia phoenicoptera,Diamant aurore,
,Pytilia phoenicoptera,,
Pink-throated Twinspot,Hypargos margaritatus,Amaranthe � gorge rose,
Red-throated Twinspot,Hypargos niveoguttatus,"Amaranthe enflamm�, Peters's Twinspot",
Dybowski's Twinspot,Euschistospiza dybowskii,Bengali tachet� � ventre noir,
Dusky Twinspot,Euschistospiza cinereovinacea,Bengali tachet� sombre,
Violet-eared Waxbill,Granatina granatina,"Cordon bleu � joues violettes, Common Grenadier",Uraeginthus granatina; Uraeginthus granatinus
Purple Grenadier,Granatina ianthinogaster,Grenadier pourpr�,Uraeginthus ianthinogaster
